character,averageOrder,count,name
Kandidatin,7.54545,22,Kandidatin
Poika,7.67424,22,Poika
Cyclist,7.56818,22,Cyclist
Abuelo,8.14848,22,Abuelo
Le Gendarme,8.69697,22,Gendarme
Civilian,8.11364,22,Civilian
Luísa,7.67773,22,Luísa
Pastoor,7.73333,22,Pastoor
Le Professeur,8.19048,21,Professeur
Ring Announcer,8.03175,21,Announcer
Amélie,8.00292,21,Amélie
J.J.,7.99843,21,J.J.
School Principal,8.2381,21,Principal
Victim 1,8,21,1
Translator,7.2381,21,Translator
Le Facteur,8.016,21,Facteur
Commentary,7.96032,21,Commentary
Thug #3,7.47619,21,#3
Le Ménestrel,9.36508,21,Ménestrel
Juez,7.54762,21,Juez
Stenographer,7.65915,21,Stenographer
Zombie #3,7.72222,21,#3
Keyboards,7.86508,21,Keyboards
Postbode,8.20181,21,Postbode
Electrician,8.85714,21,Electrician
Bus Passenger,9.14286,21,Passenger
Guest Panelist,6.83571,21,Panelist
(1976),7.42857,21,(1976)
One Of The Children,8.20238,21,Children
Beautiful Woman,7.38492,21,Woman
Crime Scene Investigator,7.21429,21,Investigator
Tutor,8.16667,21,Tutor
Sébastien,7.93172,21,Sébastien
Dancer 1,8.33333,21,1
Scarecrow,7.59524,21,Scarecrow
At Party,8.47619,21,Party
Jeweller,8.80952,21,Jeweller
(1981),7.14286,21,(1981)
Adolf Hitler,7.5873,21,Hitler
Soldier #1,7.42857,21,#1
Ángela,7.71651,21,Ángela
Lead Detective,8.16667,21,Detective
Le Directeur,7.66138,21,Directeur
Group Member,7.97619,21,Member
Theatre Manager,7.92857,21,Manager
School Teacher,7.06349,21,Teacher
Onlooker,7.92857,21,Onlooker
Locutor,8.175,20,Locutor
Dancer 2,7.725,20,2
Guest Presenter,6.70833,20,Presenter
Ambassador,8.675,20,Ambassador
Lifeguard,7.8,20,Lifeguard
Lehrer,8.225,20,Lehrer
Mr. Big,8.135,20,Big
Apartment Manager,7.825,20,Manager
Vocalist,7.30833,20,Vocalist
Bellhop,8.9,20,Bellhop
Raphaël,7.60403,20,Raphaël
Gravedigger,8.25,20,Gravedigger
Victim 2,7.05,20,2
Razor,7.48333,20,Razor
Member,7.825,20,Member
Beggar,7.7,20,Beggar
Hausmeister,8.4875,20,Hausmeister
Spy,7.8,20,Spy
Bully #2,7.8,20,#2
The Voice,7.16333,20,Voice
Buurvrouw,8.15,20,Buurvrouw
Passer-By,8.275,20,Passer-By
Church Goer,7.575,20,Goer
Béatrice,7.83333,20,Béatrice
Chaplain,8.375,20,Chaplain
Prankster,7.04167,20,Prankster
Radio Operator,8.36667,20,Operator
Female Customer,8.225,20,Customer
Mentor,7.11667,20,Mentor
Wizard,7.42297,20,Wizard
The Thief,6.85333,20,Thief
Rechercheur,7.96667,20,Rechercheur
Pawnbroker,7.9,20,Pawnbroker
Fairy Godmother,7.27917,20,Godmother
Twin,8.38111,20,Twin
Train Passenger,8.425,20,Passenger
M,7.46548,20,M
Police Officer 1,8.2,20,1
Train Conductor,8.05,20,Conductor
Lapsi,7.725,20,Lapsi
Sérgio,7.95141,20,Sérgio
Curator,8.275,20,Curator
Swat Officer,8.41944,20,Officer
Radio Host,7.93333,20,Host
Verkäuferin,8.375,20,Verkäuferin
Alcalde,8.6,20,Alcalde
Germán,7.52167,20,Germán
Scene Four,8.85,20,Four
Attrice,5.60167,20,Attrice
Security Guard #1,7.63333,20,#1
Miscellaneous,8,20,Miscellaneous
Figurante,8.625,20,Figurante
Roman Soldier,8,20,Soldier
Fotograf,8.63333,20,Fotograf
Heroine,7.47368,19,Heroine
Ömer,7.8941,19,Ömer
Newsboy,8.57895,19,Newsboy
Toño,7.74561,19,Toño
Bekir,7.96711,19,Bekir
The Neighbor,7.47368,19,Neighbor
Murderer,8.26316,19,Murderer
Asiakas,7.63158,19,Asiakas
Homeowner,7.02632,19,Homeowner
Murder Victim,7.78947,19,Victim
Man With Dog,7.89474,19,Dog
Carmem,7.42938,19,Carmem
Werewolf,7.92105,19,Werewolf
Psycho,7.92105,19,Psycho
Detective 1,8.42105,19,1
Nastya,8.47661,19,Nastya
Others,7.72632,19,Others
Joe'S Friends,7.94737,19,Friends
Agent 2,8.07018,19,2
Speed Dater,7.63158,19,Dater
Puck,8.24123,19,Puck
Bank Customer,7.46491,19,Customer
Immigration Officer,8.68421,19,Officer
Polonius,7.69211,19,Polonius
British Soldier,8.01053,19,Soldier
Robbery Victim,7.34211,19,Victim
Tour Guide,8.18421,19,Guide
Cassio,8.31579,19,Cassio
First Policeman,8.73684,19,Policeman
Nachbarin,7.95789,19,Nachbarin
Kid 1,7.51316,19,1
Gym Member,7.31579,19,Member
Presentatie,6.41338,19,Presentatie
Ghoul,8.15789,19,Ghoul
Historian,7.68589,19,Historian
Sentry,8.52632,19,Sentry
Un Policier,7.47368,19,Policier
Midwife,8.78421,19,Midwife
Joaquín,7.96096,19,Joaquín
Golfer,7.63158,19,Golfer
Supporting Actor,8.10526,19,Actor
Maestro,7.56579,19,Maestro
Stagehand,8.36842,19,Stagehand
Him,7.42105,19,Him
Astronaut,7.23684,19,Astronaut
The Boyfriend,7.47368,19,Boyfriend
Air Traffic Controller,7.32456,19,Controller
Programleder,6.10602,19,Programleder
Mummy,7.99474,19,Mummy
Pappi,8.47368,19,Pappi
Dwarf,7.92544,19,Dwarf
Agustín,7.76316,19,Agustín
Rubén,7.80263,19,Rubén
Gas Station Attendant,8.10526,19,Attendant
Kid 2,8.18421,19,2
Chambermaid,7.78947,19,Chambermaid
Auntie,8.15789,19,Auntie
Oficial,8.31579,19,Oficial
Polícia,8,19,Polícia
Zombie 2,8,19,2
D.J.,7.99167,18,D.J.
Paramedic #1,8.06182,18,#1
The Chauffeur,8.69444,18,Chauffeur
Baarimikko,8.98148,18,Baarimikko
Cyclops,6.85616,18,Cyclops
Kind,8.41667,18,Kind
Policeman #1,8.16667,18,#1
Nurse 2,8.66667,18,2
Burgemeester,7.0463,18,Burgemeester
Celebrity Participant,7.27778,18,Participant
Whitey,7.76732,18,Whitey
Officer #1,8.13889,18,#1
Thug 3,7.77778,18,3
Clienta,7.94444,18,Clienta
Dog Owner,7.33333,18,Owner
Commissioner,8.2037,18,Commissioner
Bar Owner,8.58333,18,Owner
Catwoman,6.34259,18,Catwoman
Großmutter,8.80556,18,Großmutter
Reconstruction Actor,8.80556,18,Actor
Cat Burglar,7,18,Burglar
L'Enfant,7.92593,18,L'Enfant
Otávio,7.9964,18,Otávio
Arts,8.63889,18,Arts
Male Customer,8.19444,18,Customer
L'Avocat Général,7.20556,18,Général
Hoodlum,8.17593,18,Hoodlum
Ticket Collector,9.16667,18,Collector
Giorgos,7.64815,18,Giorgos
Macduff,8.52778,18,Macduff
Le Photographe,8.25,18,Photographe
Clubber,8.25,18,Clubber
Inês,6.50132,18,Inês
Backing Vocals,8,18,Vocals
Sprecher,7.65926,18,Sprecher
Mafioso,8.11111,18,Mafioso
Juiz,7.75,18,Juiz
Stepmother,7.19444,18,Stepmother
Zombie #1,7.6627,18,#1
Óscar,8.5014,18,Óscar
Wonder Woman,6.88033,18,Woman
Multiple Characters,7.83333,18,Characters
Lecturer,7.49074,18,Lecturer
Soldado,8.25,18,Soldado
Contractor,7.57716,18,Contractor
The Dog,7.5,18,Dog
Portero,8.38889,18,Portero
Sensei,7.51521,18,Sensei
Frog,8.20833,18,Frog
La Petite Fille,8.12037,18,Fille
Krankenschwester,7.75,18,Krankenschwester
Agent #1,7.59921,18,#1
Reenactment Actor,8.33333,18,Actor
Party Girl #1,7.91667,18,#1
Officer 1,8.19444,18,1
Paperboy,8.09444,18,Paperboy
Taxichauffeur,7.77778,18,Taxichauffeur
Gramps,7.69444,18,Gramps
Radio Voice,7.72222,18,Voice
G,8.1732,18,G
Assistent,8.38889,18,Assistent
Le Juge,8.94444,18,Juge
Scene 2,7.32407,18,2
A Servant,8.95833,18,Servant
Adèle,8.0463,18,Adèle
Interpreter,7.79412,17,Interpreter
Il Commissario,7.1451,17,Commissario
Grim Reaper,7.85714,17,Reaper
Cyborg,7.43182,17,Cyborg
Voices,7.41176,17,Voices
Král,7.5098,17,Král
Sketch,7.68627,17,Sketch
Mover,7.44118,17,Mover
Juggler,8.11765,17,Juggler
Presentador,7.98039,17,Presentador
Bar Tender,8.21569,17,Tender
Smuggler,8.14706,17,Smuggler
Attacker,6.98039,17,Attacker
Maestra,8.97059,17,Maestra
Orphan,7.73529,17,Orphan
Gisèle,7.88235,17,Gisèle
Girl #3,7.55882,17,#3
Troll,7.28824,17,Troll
X,7.39469,17,X
Hoitaja,8.44608,17,Hoitaja
Non-Sex Role,6.38235,17,Role
Victim #2,8,17,#2
Mermaid,7.17647,17,Mermaid
O'Brien,7.88235,17,O'Brien
Le Client,7.33529,17,Client
Hulk,7.15392,17,Hulk
Couple,8.17647,17,Couple
Yamada,8.32353,17,Yamada
Inspecteur,8.35294,17,Inspecteur
Consultant,8.55882,17,Consultant
Jürgen,7.86765,17,Jürgen
Mr. X,8.1532,17,X
Recruit,8.28008,17,Recruit
J.P.,7.34804,17,J.P.
The Drunk,8.08824,17,Drunk
Reverend,8.34314,17,Reverend
Wilf,8.73109,17,Wilf
Le Voisin,7.67647,17,Voisin
Lehrerin,8.53922,17,Lehrerin
Superheroine,8.14706,17,Superheroine
Rechter,8.97059,17,Rechter
Guest Vocalists,5.82353,17,Vocalists
The Receptionist,7.91176,17,Receptionist
Noémie,7.61356,17,Noémie
Henchman 2,8.64706,17,2
Goon 2,7.61765,17,2
Frankenstein,7.1969,17,Frankenstein
The Landlord,7.73529,17,Landlord
The Valet,7.5,17,Valet
Le Juge D'Instruction,8.73529,17,D'Instruction
Controller,8.12745,17,Controller
Momma,7.55882,17,Momma
Enfermeira,8.17647,17,Enfermeira
Skinhead,8.70588,17,Skinhead
Hervé,8.27941,17,Hervé
Angèle,7.34225,17,Angèle
Wojtek,8.09902,17,Wojtek
First Officer,8.5,16,Officer
Le Greffier,7.83984,16,Greffier
La Fille,7.53125,16,Fille
Emília,7.68989,16,Emília
Getuige,8.6875,16,Getuige
Captain Of The Guard,8.56875,16,Guard
Musicians,8.21875,16,Musicians
Fermín,7.9125,16,Fermín
T-Bone,8.87561,16,T-Bone
Policajac,8.52083,16,Policajac
Sebastião,7.68071,16,Sebastião
Club Manager,8.09375,16,Manager
The Victim,8.03125,16,Victim
Henk,8.13281,16,Henk
Cantante,8.28125,16,Cantante
Pato,7.6117,16,Pato
Mahmut,7.81414,16,Mahmut
Blinky,7.43527,16,Blinky
Parrot,8.36458,16,Parrot
Team Member,6.75,16,Member
Weasel,7.71875,16,Weasel
Additional Muppets,8.08125,16,Muppets
Goon 1,8,16,1
Zombie Extra,8.6875,16,Extra
(1977),7.375,16,(1977)
The Preacher,8,16,Preacher
Boom Operator,8.8125,16,Operator
Attore,5.01875,16,Attore
J,7.32986,16,J
Passant,7.9375,16,Passant
Advocate,8.8125,16,Advocate
Actriz,7.83594,16,Actriz
Úrsula,7.54489,16,Úrsula
(1972),6.5625,16,(1972)
Kertoja,6.73438,16,Kertoja
Z,7.66146,16,Z
L'Homme,7.8125,16,L'Homme
Gatekeeper,7.8375,16,Gatekeeper
Le Grand-Père,7.82639,16,Grand-Père
Dancer #1,7.53125,16,#1
Fiscal,8.21667,16,Fiscal
Clémence,8.09375,16,Clémence
The Dealer,8.09375,16,Dealer
Wirtin,7.66667,16,Wirtin
Percussion,7.96875,16,Percussion
Party Host,8.21875,16,Host
Dadi,7.52823,16,Dadi
Whore,7.90625,16,Whore
Cellist,7.40625,16,Cellist
Beast,7.8625,16,Beast
Nurse 1,8.0625,16,1
Direktor,8.40625,16,Direktor
Acting Student,8,16,Student
Voix,7.625,16,Voix
The Tramp,7.875,16,Tramp
Party Extra,9,16,Extra
Frenchy,7.56723,16,Frenchy
Officer #2,8.1875,16,#2
Mãe,7.4375,16,Mãe
The Vicar,8.09375,16,Vicar
Kostya,7.56378,16,Kostya
Banquo,8.25,16,Banquo
Cláudia,7.59375,16,Cláudia
Natália,7.60941,16,Natália
Granddaughter,7.71875,16,Granddaughter
Júlio,8.40625,16,Júlio
Inspektor,8.27778,16,Inspektor
Dance Instructor,7.625,16,Instructor
(1957),7.5625,16,(1957)
Ex-Boyfriend,7.90625,16,Ex-Boyfriend
Counsellor,8.53125,16,Counsellor
Delegado,7.125,16,Delegado
Pit,8.16875,16,Pit
Cultist,6.58333,16,Cultist
Congregation,8.0625,16,Congregation
Doctora,8.49375,16,Doctora
Gamer,7.71875,16,Gamer
Hitler,8.0625,16,Hitler
Schüler,8.09375,16,Schüler
Esposa,7.5651,16,Esposa
Henchman 1,8,16,1
Party-Goer,8.2,15,Party-Goer
Capitán,7.86667,15,Capitán
Diener,9.01667,15,Diener
1St Policeman,8.53333,15,Policeman
Goon #2,8.3,15,#2
Lab Assistant,8,15,Assistant
Intruder,7.96667,15,Intruder
Hijo,7.56667,15,Hijo
Dottore,7.9,15,Dottore
Zero,7.85873,15,Zero
Polizistin,8.23333,15,Polizistin
Physician,7.73333,15,Physician
Sirvienta,7.6,15,Sirvienta
Russian Soldier,8.23333,15,Soldier
L'Aubergiste,8.33333,15,L'Aubergiste
Re-Enactor,8.16667,15,Re-Enactor
Serveuse,7.9663,15,Serveuse
Coro,8.36667,15,Coro
Udo,7.34242,15,Udo
The Inspector,7.63333,15,Inspector
Bugs,7.4156,15,Bugs
Lex Luthor,7.36667,15,Luthor
Cata,7.16672,15,Cata
Joséphine,8.12381,15,Joséphine
Crewman,8.06667,15,Crewman
Mesero,8.23333,15,Mesero
Mysterious Woman,7.50556,15,Woman
Grandson,8.7,15,Grandson
American Soldier,7.7359,15,Soldier
Nachbar,8.58889,15,Nachbar
Guy At Party,8.13333,15,Party
Trainee,7.6,15,Trainee
Michèle,7.45556,15,Michèle
The Assistant,7.36667,15,Assistant
(1971),7.2,15,(1971)
(1979),7.93333,15,(1979)
B.J.,8.21019,15,B.J.
Maurício,8.6045,15,Maurício
A,7.66667,15,A
The Writer,7.77778,15,Writer
Informant,8.4,15,Informant
Nymph,8,15,Nymph
Kobayashi,8.32381,15,Kobayashi
Simón,7.62063,15,Simón
The Monster,7.94667,15,Monster
Ludovico,7.76333,15,Ludovico
Townsfolk,7.59167,15,Townsfolk
Verkoper,6.91667,15,Verkoper
Bar Manager,8.26667,15,Manager
Scorpion,7.13333,15,Scorpion
Escort,8.26667,15,Escort
Jonesy,7.64075,15,Jonesy
Medico,8.53333,15,Medico
Showgirl,7.88,15,Showgirl
Bookie,8,15,Bookie
Queen Mother,6.80931,15,Mother
Club Member,7.46667,15,Member
Multiple,6.41503,15,Multiple
Court Reporter,7.93333,15,Reporter
Mamman,7.4619,15,Mamman
Policeman #2,8.46667,15,#2
Mélanie,8.38032,15,Mélanie
Nobleman,9.3,15,Nobleman
Crowd Member,7.7,15,Member
Singing Group,7.9,15,Group
Pappa,7.51296,15,Pappa
Crying Woman,7.85556,15,Woman
Presentadora,7.56667,15,Presentadora
Björn,8.31111,15,Björn
Rechtsanwalt,8.86667,15,Rechtsanwalt
Oracle,7.6,15,Oracle
Bully #1,8,15,#1
Takis,8.25667,15,Takis
Fátima,8.75614,15,Fátima
Reportera,8.08333,15,Reportera
Public,7.38508,15,Public
La Voisine,8.33333,15,Voisine
Swat Team Member,7.9,15,Member
Anaesthetist,8.31667,15,Anaesthetist
Himsel,7.86667,15,Himsel
L'Oncle,8.125,15,L'Oncle
Cameriere,8.15556,15,Cameriere
Jesús,7.25,15,Jesús
Le Brigadier,7.76667,15,Brigadier
Hija,7.73333,15,Hija
Clément,8.43333,15,Clément
Junge,8.17333,15,Junge
Tochter,7.76667,15,Tochter
Fbi Agent #1,7.76667,15,#1
Le Maître D'Hôtel,8.16667,15,D'Hôtel
Verteidiger,7.13333,15,Verteidiger
Joke,7.66667,15,Joke
Phantom,7.15556,15,Phantom
Wolfman,6.7,15,Wolfman
Ceo,7,15,Ceo
Fille,7.3,15,Fille
Analyst,7.21707,14,Analyst
Parole Officer,8.375,14,Officer
Turtle,7.95887,14,Turtle
Darío,7.69212,14,Darío
Medium,7.17857,14,Medium
Le Chauffeur De Taxi,8.71429,14,Taxi
Congressman,7.96429,14,Congressman
Toimittaja,8.60714,14,Toimittaja
Defendant,7.20238,14,Defendant
Casca,7.54762,14,Casca
Isä,6.69048,14,Isä
Soldier #2,8.32143,14,#2
Imposter,8.35714,14,Imposter
Filmmaker,8.03571,14,Filmmaker
(Non-Sexual Role),8.64286,14,Role)
(1974),7.71429,14,(1974)
The Prisoner,7.64286,14,Prisoner
Soundbites,7.97619,14,Soundbites
Grocer,7.58333,14,Grocer
Papi,8.1081,14,Papi
Churchgoer,7.57143,14,Churchgoer
Motorcyclist,8.11905,14,Motorcyclist
Telephone Operator,7.78571,14,Operator
Frits,8.34238,14,Frits
Resi,7.75,14,Resi
Valère,8.28571,14,Valère
Komiser,9.21429,14,Komiser
Lodovico,9.06994,14,Lodovico
Rogério,7.99067,14,Rogério
Csi Tech,8.21429,14,Tech
Hot Dog Vendor,7.82143,14,Vendor
Hanka,8.41071,14,Hanka
Sidekick,8.10714,14,Sidekick
(2003-),7.21429,14,(2003-)
Rémi,8.46429,14,Rémi
Soldier 1,7.57143,14,1
Zuster,7.46429,14,Zuster
Administrator,8.28571,14,Administrator
Klára,7.44898,14,Klára
Party Girl #2,8.21429,14,#2
Hüseyin,8.0174,14,Hüseyin
Manservant,8.14286,14,Manservant
Other Voices,8.4131,14,Voices
Handyman,7.89286,14,Handyman
Disc Jockey,7.94643,14,Jockey
El Jefe,8.10714,14,Jefe
Acrobat,8.28571,14,Acrobat
Mamá,8.10714,14,Mamá
Un Inspecteur,8.17857,14,Inspecteur
Student #4,8.78571,14,#4
On-Screen Participant,8.53571,14,Participant
Baz,7.14894,14,Baz
The Cowboy,6.69286,14,Cowboy
Additional Puppeteer,7.99762,14,Puppeteer
Soldier 2,8.64286,14,2
Er Nurse,8.39286,14,Nurse
Pc,7.94048,14,Pc
Commissionaire,7.85714,14,Commissionaire
Hooded Figure,7.75,14,Figure
Officer 2,7.86905,14,2
Woman 3,8.10714,14,3
Læge,7.92857,14,Læge
Ventriloquist,8.0119,14,Ventriloquist
Policista,8.92857,14,Policista
Betjent,7.57143,14,Betjent
Militiaman,8.67857,14,Militiaman
Émile,8.35714,14,Émile
Renée,8.0406,14,Renée
Interview,8.21429,14,Interview
Goblin,8.5,14,Goblin
Farmhand,7.46429,14,Farmhand
German Officer,8.17857,14,Officer
Trained Animal Act,8.01786,14,Act
Opettaja,8.58929,14,Opettaja
The Lover,7.28571,14,Lover
Pedrillo,8.5,14,Pedrillo
Günther,7.29167,14,Günther
Gym Teacher,9.04365,14,Teacher
Un Journaliste,8.92857,14,Journaliste
Umpire,8.28571,14,Umpire
Nainen,7.4246,14,Nainen
Ladrón,8.46429,14,Ladrón
Yamamoto,8.5,14,Yamamoto
Mammy,8.41667,14,Mammy
Seine Frau,8.78571,14,Frau
Le Concierge,7.75,14,Concierge
Juju,7.70357,14,Juju
J.T.,8.30714,14,J.T.
Bar Extra,8.60714,14,Extra
Policia 1,8.14286,14,1
The Joker,6.89613,14,Joker
Tv Presenter,8.2381,14,Presenter
Agent #2,8.32143,14,#2
Bank Employee,7.82143,14,Employee
Cherubino,8.03571,14,Cherubino
Antônio,7.37128,14,Antônio
Jockey,8.57143,14,Jockey
Bully 2,7.64286,14,2
Oronte,8.78571,14,Oronte
Le Serveur,8.80952,14,Serveur
Partner,7.92857,14,Partner
Tba,7.28571,14,Tba
Voice Actor,7.67857,14,Actor
Nobby,7.96429,14,Nobby
Caroler,7.85714,14,Caroler
Grégoire,7.80952,14,Grégoire
Frenchman,8.33333,14,Frenchman
Siv,7.96154,13,Siv
Benvolio,8.59231,13,Benvolio
Repairman,7.84615,13,Repairman
Verônica,7.96154,13,Verônica
Empleado,7.15385,13,Empleado
Bodyguard 2,8.53846,13,2
Hunk,8.11218,13,Hunk
Mary'S Mother,7.53846,13,Mother
Zombie #4,7.61538,13,#4
Anchorman,8.15385,13,Anchorman
Irène,8.42308,13,Irène
Zombie 3,7.16667,13,3
Man B,8.76923,13,B
Medusa,7.22436,13,Medusa
Playboy,8.07692,13,Playboy
Juwelier,8.15385,13,Juwelier
The Clown,8.38462,13,Clown
The Oracle,7.69231,13,Oracle
Tuomari,7.75641,13,Tuomari
Ana María,8.26282,13,María
Store Employee,7.88462,13,Employee
Dodo,7.65751,13,Dodo
Émilie,7.91484,13,Émilie
Ragazzo,7.53846,13,Ragazzo
Jurek,8.17308,13,Jurek
Jean-François,7.82514,13,Jean-François
Swimmer,8.76923,13,Swimmer
Debt Collector,7.53846,13,Collector
The Creature,7.46581,13,Creature
Mendigo,7.80769,13,Mendigo
The Grandmother,7.92308,13,Grandmother
Owl,7.47436,13,Owl
Cameo Appearance,8.61538,13,Appearance
La Serveuse,8.13077,13,Serveuse
Kapitän,8.11538,13,Kapitän
Minstrel,8.15019,13,Minstrel
Skit Characters,7.31939,13,Characters
The Soldier,7.76923,13,Soldier
Critic,7.94231,13,Critic
Cristóbal,7.54968,13,Cristóbal
Bellman,7.84615,13,Bellman
Madhu,8.19231,13,Madhu
Tomek,7.82051,13,Tomek
Man In Restaurant,7.53846,13,Restaurant
Chemist,8.69231,13,Chemist
Cheeby,6.61538,13,Cheeby
Nominee,7.38462,13,Nominee
Ramfis,7.73077,13,Ramfis
Amonasro,7.5,13,Amonasro
Detektiv,7.59615,13,Detektiv
Good Samaritan,7.84615,13,Samaritan
Customer 4,8.46154,13,4
Volunteer,8.66667,13,Volunteer
Glória,7.04083,13,Glória
Heavy,7.92308,13,Heavy
Papageno,8.11538,13,Papageno
Freundin,8.5,13,Freundin
Reporter 1,8.69231,13,1
Giornalista,7.57692,13,Giornalista
Defence Counsel,7.81823,13,Counsel
Office Worker 1,7.61538,13,1
Hélio,8.10646,13,Hélio
Host-Herself,7.11538,13,Host-Herself
Viper,6.87175,13,Viper
Man In Pub,8.92308,13,Pub
Paciente,7.34615,13,Paciente
Man #3,7.69231,13,#3
Valya,7.70118,13,Valya
Motel Manager,8.61538,13,Manager
L,8.07692,13,L
Konobarica,8.17308,13,Konobarica
Thanasis,7.92308,13,Thanasis
Scientist #2,7.58974,13,#2
Freak,8.71154,13,Freak
Fiance,7.57692,13,Fiance
Aníbal,8.50549,13,Aníbal
Police Dispatcher,8.08425,13,Dispatcher
Le Paysan,8.61538,13,Paysan
Home Owner,7.23077,13,Owner
Man A,8.61538,13,A
Ferrando,8.53846,13,Ferrando
Fbi Agent #2,7.65385,13,#2
Elías,8.25,13,Elías
Lefteris,7.38462,13,Lefteris
Estudiante,6.65385,13,Estudiante
Pub Landlord,8.26923,13,Landlord
Customer 3,8.15385,13,3
The Chef,8.19231,13,Chef
Rape Victim,7.11538,13,Victim
Giant,6.53846,13,Giant
Fingers,8.48462,13,Fingers
Wrath,8.04701,13,Wrath
Åke,7.3391,13,Åke
Several Characters,6.17094,13,Characters
(2019),7.23077,13,(2019)
Virgínia,7.24136,13,Virgínia
Trick,8.01923,13,Trick
Ringmaster,8.34615,13,Ringmaster
La Prostituée,7.76923,13,Prostituée
Le Prêtre,8.80769,13,Prêtre
Notary,8.34615,13,Notary
Male Model,7.56538,13,Model
Woman #3,8.38462,13,#3
Caiaphas,8.04615,13,Caiaphas
Saleslady,8.35897,13,Saleslady
Boy #2,7.96154,13,#2
Vendedor,8.05769,13,Vendedor
Saito,7.96154,13,Saito
Bar Patron #2,8.53846,13,#2
Auditionee,8.53846,13,Auditionee
The Magician,7.19231,13,Magician
Léa,7.79011,13,Léa
Sargento,8.26923,13,Sargento
Clergyman,8.5,13,Clergyman
Accomplice,7.87179,13,Accomplice
Sorceress,7.57692,13,Sorceress
The Referee,8.76923,13,Referee
Client 2,6.76923,13,2
Alte Frau,8.38462,13,Frau
Camarera,9.07692,13,Camarera
The Fisherman,7.5641,13,Fisherman
Policeman 2,8.76923,13,2
Pekka,7.82051,13,Pekka
Negro,8.63846,13,Negro
Memo,7.38415,13,Memo
Older Woman,7.88462,13,Woman
(1958),7.07692,13,(1958)
Un Gendarme,8.03846,13,Gendarme
Raver,7.23846,13,Raver
Pevac,8,13,Pevac
Ghostbuster,7.69231,13,Ghostbuster
Headmistress,7.52564,13,Headmistress
Scientist #1,7.90171,13,#1
Verkäufer,8.61538,13,Verkäufer
Madre Superiora,8.54461,13,Superiora
Criada,7.54545,13,Criada
Iceman,8.1238,13,Iceman
Amiga,7.61538,13,Amiga
Kid #3,8.45833,12,#3
Nightwing,7.82738,12,Nightwing
Jeannot,8.1875,12,Jeannot
Cop #3,8.75,12,#3
(1985-),6.95833,12,(1985-)
Peanut,8.69444,12,Peanut
Amélia,7.80556,12,Amélia
Ehefrau,8.16667,12,Ehefrau
Nihat,7.63333,12,Nihat
Beppe,7.82917,12,Beppe
Läkare,8.39583,12,Läkare
Skier,7.625,12,Skier
Secondary Supporting Role,7.91667,12,Role
Participant (2005),7.91667,12,(2005)
Großvater,6.9375,12,Großvater
Lulú,7.83333,12,Lulú
Masetto,9.33333,12,Masetto
Inácio,8.56187,12,Inácio
The Announcer,7.79167,12,Announcer
Bug,6.9537,12,Bug
Revolutionary,7.83333,12,Revolutionary
Jussi,7.58333,12,Jussi
Priestess,7.75,12,Priestess
Exercise Class,8.80556,12,Class
The Model,7.16667,12,Model
Wedding Planner,6.88889,12,Planner
Dinosaur,8.33333,12,Dinosaur
Goon #1,8,12,#1
Bass Guitar,8.08333,12,Guitar
Swat,7.85965,12,Swat
The Blonde,7.58333,12,Blonde
Sheep,7.63889,12,Sheep
Enforcer,6.79167,12,Enforcer
Anselme,9.11111,12,Anselme
Presentator,7.87963,12,Presentator
Woman In Restaurant,8.16667,12,Restaurant
Gynecologist,7.79167,12,Gynecologist
Co Host,7.53314,12,Host
Female Victim,7.27778,12,Victim
Sketch Comedian,6.78403,12,Comedian
Herelf,7.65278,12,Herelf
Protagonist,8.25,12,Protagonist
Congregation Member,7.75,12,Member
Pistolero,8.91667,12,Pistolero
Casting Director #1,8.125,12,#1
Jota,6.60154,12,Jota
Vítor,7.18333,12,Vítor
Girl In Bed,7.125,12,Bed
Dunja,7.37859,12,Dunja
Konstaapeli,7.72222,12,Konstaapeli
Honza,7.40278,12,Honza
Tv Producer,8.20833,12,Producer
Øvrige Medvirkende,7.84722,12,Medvirkende
Dorothée,7.91667,12,Dorothée
C.J.,7.74603,12,C.J.
Mihalis,7.54167,12,Mihalis
Sihteeri,8.31944,12,Sihteeri
The Undertaker,7.85246,12,Undertaker
Bullet,7.81944,12,Bullet
Field Reporter,6.76111,12,Reporter
Fábio,8.00289,12,Fábio
Lumberjack,7.29167,12,Lumberjack
Sílvia,8.09208,12,Sílvia
Conceição,7.72292,12,Conceição
Caveman,8.29167,12,Caveman
Gang Banger,8.13889,12,Banger
Policeman 1,8.83333,12,1
Lucho,7.95833,12,Lucho
Executive Producer,6.98611,12,Producer
Homem,8.16667,12,Homem
Chief Inspector,8.19444,12,Inspector
